,source_file,_dataset,_parser,_model,_errors,_file,petitioner,_score_petitioner,petitioner_type,_score_petitioner_type,other_party,_score_other_party,adm_review_docket,_score_adm_review_docket,ra_docket,_score_ra_docket,address,_score_address,apartment,_score_apartment,determination,_score_determination,ra_determination,_score_ra_determination,par_filed_date,_score_par_filed_date,ra_order_issued,_score_ra_order_issued,ra_case_filed,_score_ra_case_filed,issue_date,_score_issue_date
1106,BK110134RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1107,BJ430192RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1108,BJ430015RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1109,BK110188RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.631,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1110,BK410144RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1111,BK410129RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1112,BI410106RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,0.0,0.013,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.832,1.0,1.0,0.0,0.811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1113,BK410276RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1114,BK610076RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1115,BK430135RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1116,BL410234RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1117,BL230361RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1118,BO410046RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1119,BO410021RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1120,BO910030RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.865,1.0,0.877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1121,YF420049RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.897,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1122,BP210049RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1123,YG410001RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1124,YF210024RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1125,BP220032RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1126,YJ910024RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1127,YK420045RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1128,YJ220048RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1129,YG420056RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1130,YK410022RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1131,YJ410008RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1132,YJ430019RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1133,BK430138RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1134,AU410003RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1135,AT420018RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1136,AT120012RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1137,AU410036RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1138,AN110040RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1139,AU710031RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1140,AW410004RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1141,AL410437RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1142,AV110028RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1143,AW410037RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1144,AT610037RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1145,AW410038RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1146,AW410022RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,0.94,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1147,AW910041RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1148,AW410039RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1149,AM410038RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.919,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1150,AW420039RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1151,AW420044RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1152,AV410009RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1153,AW430009RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1154,AX210003RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1155,AX210001RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1156,BA410195RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1157,AX110003RP.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.913,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1158,BA710113RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1159,AW430040RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.877,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1160,BA710144RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.933,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1161,AX610002RP.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1162,BB210189RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1163,BD420134RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1164,BD410044RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1165,BB410838RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1166,BC810132RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1167,BC520356RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1168,BE430192RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1169,BD410353RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1170,BF130113RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1171,BE430349RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1172,BF110226RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1173,BE430044RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1174,BF210097RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1175,BF230201RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1176,BF110307RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1177,BE810289RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1178,BG110304RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1179,BG130039RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1180,BG130068RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1181,BF430191RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1182,BF420191RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.988,0.0,0.644,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1183,BF730124RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1184,BG210186RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1185,BG910281RT.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.888,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1186,BF410318RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1187,BF410028RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1188,BG210326RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1189,BG210400RO.pdf,par_simple,datalab,gemini/gemini-2.5-flash,0,datalab_gemini-2.5-flash_run2.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
